,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
250,"(u'FAIR', 69615700)","(u'DIME', 59839600)","(u'DOVU', 45403700)","(u'ONION', 49289000)","(u'PEPECASH', 50861800)","(u'DMD', 52665700)","(u'POT', 57612900)","(u'DPY', 50630700)","(u'COSS', 49454500)","(u'SBD', 48132200)","(u'HMQ', 50797600)","(u'POT', 50700100)","(u'HMQ', 49504500)","(u'DNA', 51905300)","(u'VRC', 53865800)","(u'FTC', 53892300)","(u'MOON', 44756000)","(u'SAFEX', 43827600)","(u'WRC', 36545800)","(u'NLC2', 33541800)"
251,"(u'DMD', 69354000)","(u'NLC2', 59574100)","(u'ION', 45364000)","(u'ION', 48685400)","(u'YOYOW', 50615200)","(u'HMQ', 52644200)","(u'PASC', 56793100)","(u'TIX', 50407000)","(u'POT', 48479000)","(u'POT', 47849800)","(u'PPY', 50410100)","(u'HMQ', 49978200)","(u'PEPECASH', 47734100)","(u'SAFEX', 51750300)","(u'PRO', 53682600)","(u'SBD', 51249000)","(u'HMQ', 44128300)","(u'XSPEC', 43283300)","(u'SIB', 36538100)","(u'SIB', 33191300)"
252,"(u'DRT', 69082400)","(u'TIX', 59573500)","(u'GUP', 44879500)","(u'ORME', 48604300)","(u'SNC', 50380000)","(u'BLT', 52560800)","(u'PAYX', 56561100)","(u'DNA', 50311700)","(u'SBD', 47040900)","(u'HMQ', 47376200)","(u'POT', 50386400)","(u'VRC', 48394000)","(u'PPY', 47488500)","(u'MOON', 51259200)","(u'DNA', 53344200)","(u'SXDT', 51015900)","(u'DRT', 43962700)","(u'SNC', 42954600)","(u'HMQ', 36512500)","(u'WRC', 33075000)"
253,"(u'BITCNY', 68718900)","(u'EXP', 59062500)","(u'ONION', 44680300)","(u'BITCNY', 48145700)","(u'DPY', 50320800)","(u'POT', 52047500)","(u'MSP', 56489300)","(u'SIB', 49962000)","(u'LA', 47024000)","(u'DMD', 47245300)","(u'DMD', 50298000)","(u'SXDT', 48122900)","(u'VRC', 46829700)","(u'HMQ', 50442900)","(u'POT', 53336400)","(u'VRC', 50488300)","(u'POT', 43377900)","(u'POT', 42896800)","(u'LA', 36058500)","(u'SBD', 32963700)"
254,"(u'MER', 68323000)","(u'DNA', 58761200)","(u'ZSC', 44437900)","(u'XEL', 48098000)","(u'XWC', 50143500)","(u'PASC', 52030100)","(u'GUP', 56116300)","(u'HMQ', 49488700)","(u'NSR', 47002800)","(u'LA', 45552000)","(u'AMP', 49070700)","(u'DNA', 47977000)","(u'DMD', 46656800)","(u'SBD', 50057100)","(u'XSH', 53290500)","(u'SAFEX', 50200300)","(u'DMD', 43141300)","(u'FTC', 42831400)","(u'NSR', 35136800)","(u'LA', 32904500)"
255,"(u'BLK', 68062800)","(u'SNOV', 58456100)","(u'MER', 44418500)","(u'ZSC', 45213200)","(u'XEL', 50101600)","(u'SNC', 51625600)","(u'SNOV', 55747900)","(u'NEU', 49255500)","(u'SNOV', 46772200)","(u'PPY', 45278200)","(u'MSP', 47970000)","(u'DMD', 47668400)","(u'JINN', 46613800)","(u'DMD', 49841300)","(u'DMD', 52917600)","(u'PRO', 50132300)","(u'TAU', 42042000)","(u'FLASH', 42709100)","(u'SBD', 34899300)","(u'VRC', 32876100)"
256,"(u'MSP', 67702200)","(u'MDA', 56840000)","(u'DPY', 42633000)","(u'MER', 44353600)","(u'ONION', 49322300)","(u'SNOV', 51456400)","(u'VRC', 55234900)","(u'PASC', 48805400)","(u'PASC', 46441800)","(u'XWC', 44570000)","(u'SIB', 47720300)","(u'SIB', 46716800)","(u'FLASH', 46467000)","(u'SIB', 49406300)","(u'SIB', 52778400)","(u'MOON', 50045300)","(u'SIB', 41973100)","(u'SIB', 42472200)","(u'XWC', 34442100)","(u'TAU', 32850300)"
257,"(u'ION', 67593400)","(u'NYC', 55735000)","(u'BLK', 42379700)","(u'AMP', 44324800)","(u'SIB', 49282300)","(u'ION', 50580500)","(u'DMD', 55052500)","(u'DMD', 48748500)","(u'PPY', 45226000)","(u'GUP', 44147600)","(u'XEL', 47547800)","(u'ZSC', 46404700)","(u'MSP', 46273100)","(u'FLASH', 49276500)","(u'PEPECASH', 52713200)","(u'PEPECASH', 50021500)","(u'VRC', 41394600)","(u'SBD', 41055100)","(u'JINN', 34119200)","(u'HMQ', 32755200)"
258,"(u'NLC2', 66103400)","(u'GOLOS', 55728900)","(u'ECN', 41863300)","(u'DIVX', 44306700)","(u'DIME', 49271200)","(u'DNA', 50299200)","(u'AMP', 54992800)","(u'GUP', 48346500)","(u'XWC', 45209900)","(u'SIB', 44112400)","(u'XSH', 47228000)","(u'FLASH', 46354000)","(u'KRM', 46231900)","(u'XSH', 49118900)","(u'MOON', 51876500)","(u'POT', 49904700)","(u'SAFEX', 41263400)","(u'LA', 40988400)","(u'DIME', 33946600)","(u'DRT', 32672600)"
259,"(u'NET', 65756400)","(u'NSR', 55323900)","(u'PHR', 41472700)","(u'PHR', 44281800)","(u'AMP', 49069800)","(u'SIB', 50248100)","(u'ONION', 54681700)","(u'XEL', 47837300)","(u'SIB', 44849000)","(u'NEU', 43788100)","(u'ONION', 46836000)","(u'DRT', 46307700)","(u'SIB', 45661900)","(u'AMP', 48785300)","(u'HGT', 51184500)","(u'SIB', 49292500)","(u'LA', 40812900)","(u'IXT', 40336400)","(u'AMP', 33262600)","(u'MOON', 32163900)"
260,"(u'CRW', 65637800)","(u'GRC', 55155900)","(u'DIVX', 40939300)","(u'NLC2', 44055700)","(u'ION', 49033200)","(u'TIX', 50228600)","(u'DNA', 53810500)","(u'SNOV', 47410800)","(u'XEL', 44510100)","(u'PASC', 43727900)","(u'NSR', 46695800)","(u'MSP', 46264500)","(u'PASC', 45452800)","(u'ECN', 48498300)","(u'ECN', 50415700)","(u'DMD', 48479800)","(u'DNA', 40248100)","(u'VRC', 40177200)","(u'VRC', 33247600)","(u'JINN', 32153500)"
261,"(u'GRC', 65556000)","(u'VRC', 55144600)","(u'DRT', 40605700)","(u'SIB', 44048500)","(u'BITCNY', 47708100)","(u'AMP', 50089600)","(u'BCPT', 53809100)","(u'MSP', 46489000)","(u'TIX', 44486000)","(u'XEL', 43600000)","(u'ZSC', 46310300)","(u'HGT', 44976400)","(u'LA', 45108200)","(u'LA', 47940700)","(u'ZSC', 49049300)","(u'DNA', 47317400)","(u'FLASH', 40182400)","(u'MOON', 39908300)","(u'SNC', 33228100)","(u'XWC', 30853400)"
262,"(u'SIB', 65282300)","(u'SNC', 54752200)","(u'POLL', 40579100)","(u'NSR', 43934200)","(u'PASC', 47554800)","(u'SLR', 49598900)","(u'SIB', 53651800)","(u'RVT', 45914200)","(u'DMD', 44440900)","(u'PRO', 43249000)","(u'LA', 45632700)","(u'AMP', 44902700)","(u'ZSC', 44574300)","(u'JINN', 47921200)","(u'MSP', 47876200)","(u'GUP', 45280600)","(u'NSR', 39579700)","(u'DRT', 39414700)","(u'FLASH', 32886800)","(u'DIME', 30445400)"
263,"(u'TIX', 65105200)","(u'BOT', 53608600)","(u'TIX', 40201900)","(u'BLK', 43429400)","(u'BLK', 46784100)","(u'XWC', 48726400)","(u'SBD', 53574600)","(u'VRC', 45541400)","(u'NEU', 43617100)","(u'NVST', 43220200)","(u'HGT', 45446900)","(u'XEL', 44105500)","(u'AMP', 43605600)","(u'PASC', 47360700)","(u'XEL', 47794200)","(u'NSR', 45082800)","(u'PRO', 39082000)","(u'NSR', 39358900)","(u'PRO', 31782700)","(u'AMP', 30409700)"
264,"(u'ONION', 63277100)","(u'ORME', 51905900)","(u'SNC', 39941600)","(u'BNTY', 43355500)","(u'NSR', 46656700)","(u'ONION', 48579100)","(u'SLR', 53018300)","(u'DIVX', 45477300)","(u'GUP', 42868700)","(u'VOISE', 43220000)","(u'XWC', 45420400)","(u'XSH', 43386800)","(u'XWC', 43190500)","(u'XEL', 46937100)","(u'PASC', 47634400)","(u'XEL', 44741700)","(u'NEU', 38859300)","(u'ZSC', 39319300)","(u'MOT', 31514900)","(u'PRO', 29962200)"
265,"(u'VRC', 61295800)","(u'POLL', 51344200)","(u'DNA', 38838500)","(u'DIME', 43330500)","(u'BNTY', 46156500)","(u'BITCNY', 48480400)","(u'NSR', 52888700)","(u'MDA', 45475200)","(u'RVT', 41862800)","(u'NSR', 43096400)","(u'GUP', 45369800)","(u'XWC', 43337100)","(u'MDA', 42686600)","(u'DRT', 46860700)","(u'AMP', 47481800)","(u'XWC', 44400800)","(u'SBD', 38736900)","(u'PRO', 38775600)","(u'MOON', 31498900)","(u'MDA', 28970900)"
266,"(u'DNA', 59668400)","(u'NMR', 50652900)","(u'EXP', 38623900)","(u'NEU', 43249500)","(u'NYC', 45654800)","(u'BNTY', 48397000)","(u'MDA', 52305500)","(u'SLR', 45199500)","(u'XNN', 41856600)","(u'AMP', 42408600)","(u'PASC', 44447200)","(u'ONION', 43159900)","(u'XEL', 42341500)","(u'ZSC', 46780400)","(u'NEU', 47417200)","(u'AMP', 44319600)","(u'AMP', 38583100)","(u'NEU', 38154300)","(u'MDA', 31418900)","(u'MOT', 28902400)"
267,"(u'EXP', 59121700)","(u'AIR', 49683800)","(u'NSR', 38498700)","(u'AIR', 42483200)","(u'VRC', 44872800)","(u'EXP', 47309200)","(u'BLK', 51869200)","(u'AMP', 45051700)","(u'AMP', 41734200)","(u'MSP', 42367200)","(u'NEU', 44342100)","(u'NEU', 42762100)","(u'GUP', 42155300)","(u'BCPT', 46349500)","(u'FLASH', 47129200)","(u'PASC', 43901000)","(u'XWC', 38543400)","(u'XWC', 37808000)","(u'BOT', 31360800)","(u'XSH', 28438700)"
268,"(u'NMR', 58921900)","(u'NEU', 49380100)","(u'AIR', 38370000)","(u'NYC', 42140000)","(u'ART', 44198900)","(u'NYC', 47001400)","(u'EXP', 51468100)","(u'BLT', 44929700)","(u'DNA', 41273100)","(u'VRC', 41848900)","(u'SWT', 43800600)","(u'GUP', 42077500)","(u'NEU', 41477500)","(u'MSP', 46020200)","(u'XWC', 46230300)","(u'XSH', 43648300)","(u'GUP', 38386900)","(u'AMP', 37741600)","(u'NEU', 30532800)","(u'NEU', 28046300)"
269,"(u'BOT', 58266000)","(u'PND', 48884000)","(u'PPY', 37551200)","(u'DBIX', 42113700)","(u'ORME', 43983000)","(u'BCPT', 46472700)","(u'XWC', 51332700)","(u'PPY', 44481400)","(u'ONION', 40949100)","(u'RVT', 40544000)","(u'DRT', 43244000)","(u'LA', 41844200)","(u'BCPT', 40926500)","(u'NEU', 44548500)","(u'BCPT', 43960500)","(u'NEU', 43129800)","(u'ZSC', 38152500)","(u'BOT', 37202200)","(u'ORME', 29372300)","(u'BOT', 28039100)"
270,"(u'PHR', 58046700)","(u'XNN', 48853900)","(u'BOT', 37338300)","(u'PND', 41695100)","(u'TIX', 43377900)","(u'BLK', 46386000)","(u'DIVX', 51313600)","(u'DRT', 44461600)","(u'MSP', 40391300)","(u'ONION', 40488700)","(u'DNA', 42841000)","(u'SLR', 41828900)","(u'NSR', 40791500)","(u'GUP', 44524800)","(u'GUP', 43895600)","(u'MOT', 42413200)","(u'SNC', 37682200)","(u'GUP', 36668400)","(u'NLC2', 29271200)","(u'MSP', 27997800)"
271,"(u'SNC', 57760600)","(u'RVT', 48518200)","(u'VRC', 37280200)","(u'VRC', 41644900)","(u'ZSC', 43034200)","(u'RVT', 44707300)","(u'BITCNY', 50148800)","(u'BLK', 44303000)","(u'ORME', 39949000)","(u'DNA', 40228400)","(u'VRC', 42575900)","(u'PASC', 41655100)","(u'BNTY', 40085300)","(u'NLC2', 43075400)","(u'BOT', 43251800)","(u'HGT', 42292100)","(u'PASC', 36471800)","(u'MOT', 36630000)","(u'OTN', 29105200)","(u'XEL', 27875500)"
272,"(u'AIR', 56971300)","(u'RBY', 48066800)","(u'NMR', 37264000)","(u'DOVU', 41444600)","(u'DRT', 42619000)","(u'DIVX', 44434400)","(u'BOT', 49876400)","(u'KRM', 43649300)","(u'DIVX', 39809900)","(u'ZSC', 40018700)","(u'SLR', 42371900)","(u'NSR', 41315100)","(u'ONION', 40078800)","(u'XWC', 42695600)","(u'NVST', 42891400)","(u'MSP', 41534800)","(u'MSP', 35784200)","(u'MDA', 35955500)","(u'QUN', 29068300)","(u'POSW', 27696400)"
273,"(u'NEU', 56178200)","(u'DIVX', 47233000)","(u'CREDO', 37142100)","(u'RVT', 41354800)","(u'NMR', 42495100)","(u'NVST', 44246800)","(u'BNTY', 49550200)","(u'BCPT', 43057400)","(u'VRC', 39655700)","(u'PST', 39361400)","(u'MDA', 41463300)","(u'BCPT', 41275600)","(u'POSW', 39167000)","(u'PPY', 42635800)","(u'BLK', 42572000)","(u'ZSC', 41099000)","(u'BOT', 35491000)","(u'DNA', 35598400)","(u'PASC', 28746900)","(u'ORME', 27599900)"
274,"(u'ART', 55747700)","(u'PPY', 47206300)","(u'MDA', 36937600)","(u'JINN', 41052600)","(u'MINT', 42070700)","(u'MDA', 44198600)","(u'BLT', 49281100)","(u'XWC', 42953600)","(u'BCPT', 39445900)","(u'BCPT', 39171800)","(u'BCPT', 40525800)","(u'PPY', 40404600)","(u'SNOV', 38970800)","(u'SNOV', 42375900)","(u'PPY', 42370800)","(u'BCPT', 40604800)","(u'MDA', 34307900)","(u'WILD', 34636800)","(u'XSH', 28696100)","(u'OTN', 27452800)"
275,"(u'PRO', 55694900)","(u'NEOS', 47023700)","(u'ART', 36636300)","(u'GRC', 40214600)","(u'XMY', 41982800)","(u'NMR', 43914600)","(u'NLC2', 48629400)","(u'ONION', 42881900)","(u'EXP', 39259700)","(u'SNOV', 39113600)","(u'BLK', 40359000)","(u'BLK', 39529800)","(u'SLR', 38873500)","(u'NSR', 41851200)","(u'SNOV', 42164500)","(u'MDA', 40201200)","(u'MOT', 34231400)","(u'XSH', 34434800)","(u'PEPECASH', 28685600)","(u'PASC', 27384800)"
276,"(u'XMY', 53913300)","(u'BNTY', 46276300)","(u'ARN', 36458900)","(u'CREDO', 39741000)","(u'PND', 40667100)","(u'ARN', 43907300)","(u'SNC', 47891900)","(u'EXP', 42095400)","(u'MDA', 39140100)","(u'SLR', 39095700)","(u'DIVX', 39323900)","(u'MDA', 39524100)","(u'NLC2', 38769500)","(u'MDA', 41469600)","(u'BBR', 42103300)","(u'BOT', 39476600)","(u'POSW', 33995100)","(u'ONION', 34393300)","(u'HGT', 28575400)","(u'IXT', 27046000)"
277,"(u'DIVX', 53718100)","(u'AC', 46025700)","(u'GRC', 36391600)","(u'TIX', 39486400)","(u'GOLOS', 40535900)","(u'DRT', 43579800)","(u'DRT', 47552800)","(u'XNN', 41636400)","(u'SLR', 38959300)","(u'BLK', 39072200)","(u'PRO', 39018200)","(u'PST', 38491300)","(u'XSH', 38497300)","(u'POSW', 40977700)","(u'ARN', 41492800)","(u'BLK', 39191000)","(u'XEL', 33667500)","(u'BCPT', 34084800)","(u'XEL', 28007100)","(u'RISE', 26952300)"
278,"(u'BNTY', 53036900)","(u'STX', 45870800)","(u'RVT', 36381200)","(u'EXP', 38814800)","(u'AIR', 40502600)","(u'AIR', 42933000)","(u'RVT', 47531000)","(u'ORME', 41543000)","(u'DRT', 38369900)","(u'SNC', 38486600)","(u'RVT', 38758700)","(u'GOLOS', 37992200)","(u'SNC', 38240500)","(u'OTN', 40744200)","(u'NLC2', 40922600)","(u'NLC2', 38608200)","(u'XSH', 33549900)","(u'PASC', 34045800)","(u'GUP', 27955400)","(u'PPY', 26546400)"
279,"(u'NYC', 52844300)","(u'OK', 45842900)","(u'DIME', 36173100)","(u'ECN', 38099000)","(u'GRC', 40299200)","(u'NSR', 42631400)","(u'ORME', 46941300)","(u'BNTY', 40501100)","(u'BLK', 38324800)","(u'MDA', 38356800)","(u'SNC', 38664600)","(u'RVT', 37933100)","(u'BLK', 38112700)","(u'BLK', 40531100)","(u'MDA', 40385400)","(u'NVST', 38542000)","(u'HGT', 33382300)","(u'HGT', 33985000)","(u'ONION', 27680100)","(u'UNO', 26462900)"
280,"(u'GOLOS', 52711000)","(u'XMY', 45486300)","(u'NYC', 36036500)","(u'BOT', 38029400)","(u'DBIX', 40293700)","(u'ZSC', 42385400)","(u'STX', 46802800)","(u'ZSC', 40175600)","(u'SNC', 37696900)","(u'DIVX', 37894100)","(u'GRC', 38664600)","(u'EXP', 37888200)","(u'GRC', 37594000)","(u'GRC', 39701900)","(u'POSW', 39685500)","(u'POSW', 38079500)","(u'BCPT', 33284900)","(u'XEL', 33842400)","(u'MSP', 27345600)","(u'BBR', 26379100)"
281,"(u'POLL', 52247000)","(u'NXC', 44912400)","(u'NEU', 35308700)","(u'MDA', 37520800)","(u'NLC2', 40237900)","(u'ORME', 41578300)","(u'PPY', 45478500)","(u'NLC2', 39341600)","(u'ZSC', 37059600)","(u'ORME', 37785600)","(u'ECN', 38107500)","(u'GRC', 37838400)","(u'DRT', 37301200)","(u'RVT', 39350600)","(u'GRC', 38841900)","(u'ARN', 37215000)","(u'NLC2', 32533400)","(u'ORME', 33549900)","(u'BCPT', 27314600)","(u'QUN', 26199400)"
282,"(u'CREDO', 51687200)","(u'BITB', 44896300)","(u'GOLOS', 35260100)","(u'NMR', 37435400)","(u'XNN', 39683200)","(u'GRC', 41437700)","(u'NMR', 44860700)","(u'GRC', 39326500)","(u'GRC', 36301500)","(u'EXP', 37407900)","(u'SNOV', 37911700)","(u'NLC2', 37698400)","(u'GET', 37214300)","(u'ONION', 38634100)","(u'EXP', 38804300)","(u'SNC', 37207600)","(u'ART', 32482600)","(u'POSW', 33321000)","(u'POSW', 27152100)","(u'HGT', 25998000)"
283,"(u'BITB', 51637800)","(u'IFT', 44296000)","(u'BNTY', 34505200)","(u'DNA', 36927100)","(u'DIVX', 39588800)","(u'PPY', 41292300)","(u'GRC', 44662800)","(u'ARN', 39203800)","(u'NMR', 35551000)","(u'GRC', 37369800)","(u'EXP', 37811000)","(u'SNC', 37454400)","(u'PST', 37068500)","(u'BOT', 38275200)","(u'OTN', 38738800)","(u'EXP', 36454200)","(u'ARN', 31971500)","(u'MSP', 33023200)","(u'BLK', 26720200)","(u'GUP', 25387000)"
284,"(u'NSR', 51307000)","(u'ART', 44048000)","(u'BIS', 34411600)","(u'GOLOS', 36827700)","(u'PHR', 39578400)","(u'ART', 40968600)","(u'ARN', 44474300)","(u'STX', 38966100)","(u'BNTY', 35349100)","(u'BNTY', 36004200)","(u'ORME', 37593500)","(u'STX', 37397600)","(u'BBR', 36676900)","(u'SNC', 37810100)","(u'STX', 38410800)","(u'GRC', 36112600)","(u'ONION', 31870200)","(u'ARN', 32551900)","(u'LEO', 26491500)","(u'BCPT', 25149000)"
285,"(u'LIFE', 51014400)","(u'MUE', 43681700)","(u'RADS', 33857500)","(u'XMY', 36763300)","(u'OMNI', 39106500)","(u'NLC2', 40955400)","(u'ZOI', 44026900)","(u'SNC', 38876800)","(u'PRO', 35199600)","(u'DRT', 35487600)","(u'PHR', 37488800)","(u'SWT', 37357900)","(u'ORME', 36469900)","(u'SLR', 37757200)","(u'NMR', 38386000)","(u'BBR', 36023300)","(u'AIR', 31835700)","(u'NLC2', 32492600)","(u'PPY', 26468900)","(u'LEO', 25031800)"
286,"(u'RVT', 50964500)","(u'RADS', 43289500)","(u'ALQO', 33648700)","(u'ARN', 35638500)","(u'EXP', 38342600)","(u'XNN', 40817400)","(u'ZSC', 43782700)","(u'BCAP', 38494300)","(u'STX', 35121500)","(u'NMR', 35126400)","(u'NMR', 37406300)","(u'POSW', 37168200)","(u'BOT', 36423600)","(u'NMR', 37431100)","(u'SNC', 38210400)","(u'RADS', 35801600)","(u'BLK', 31705200)","(u'OTN', 32395900)","(u'IXT', 26438900)","(u'GOLOS', 24884000)"
287,"(u'XWC', 50960400)","(u'BIS', 43156400)","(u'RC', 33492600)","(u'ART', 35622800)","(u'MDA', 38047100)","(u'XMY', 40778500)","(u'AIR', 43588600)","(u'BOT', 37964800)","(u'NLC2', 34763200)","(u'AIR', 34335000)","(u'NVST', 37352500)","(u'BOT', 36651400)","(u'STX', 36158600)","(u'GOLOS', 37158300)","(u'ONION', 37998900)","(u'GOLOS', 35760400)","(u'PPY', 30892900)","(u'BLK', 31764100)","(u'SLR', 26276800)","(u'DNA', 24770300)"
288,"(u'PPY', 50808300)","(u'CREDO', 42159500)","(u'PND', 33416600)","(u'TGT', 34652200)","(u'BIS', 37290300)","(u'PGL', 39418400)","(u'GOLOS', 41874000)","(u'NYC', 36970400)","(u'BOT', 34722700)","(u'ART', 34127900)","(u'NLC2', 36977500)","(u'XNN', 36209000)","(u'HGT', 35712100)","(u'MUE', 37001300)","(u'DRT', 37902100)","(u'PPY', 35426900)","(u'GRC', 30713300)","(u'ART', 30645200)","(u'DNA', 26073400)","(u'BCAP', 24768100)"
289,"(u'NEOS', 50238000)","(u'ALQO', 42117000)","(u'DBET', 33207600)","(u'BCPT', 34266400)","(u'DOVU', 36925200)","(u'BOT', 39084800)","(u'PND', 41592100)","(u'ART', 36849500)","(u'ARN', 34658000)","(u'BOT', 33830700)","(u'BOT', 36832000)","(u'NMR', 36013400)","(u'VOISE', 35682600)","(u'BNTY', 36907900)","(u'SLR', 37538600)","(u'OTN', 35137900)","(u'SLR', 30618600)","(u'BBR', 30468600)","(u'STX', 26029300)","(u'GRC', 24550200)"
290,"(u'PND', 50087400)","(u'XRL', 41625000)","(u'STX', 32916500)","(u'STX', 34046200)","(u'ARN', 36722900)","(u'GOLOS', 39084600)","(u'XMY', 41287400)","(u'BSD', 36747700)","(u'PHR', 34054000)","(u'STX', 33829800)","(u'ARN', 36427100)","(u'BBR', 35740900)","(u'ARN', 35606100)","(u'EXP', 36900100)","(u'RVT', 37226800)","(u'STX', 34992200)","(u'BBR', 30159900)","(u'VIU', 30459500)","(u'ARN', 25918600)","(u'AIR', 24352300)"
291,"(u'RADS', 49538300)","(u'ATB', 41458700)","(u'OK', 31975500)","(u'BITB', 34011500)","(u'NEOS', 36607600)","(u'PND', 38964500)","(u'NYC', 41017200)","(u'XMY', 36697300)","(u'EBTC', 33112600)","(u'NLC2', 33798000)","(u'STX', 36176000)","(u'ART', 35504500)","(u'EXP', 35375200)","(u'ARN', 36643900)","(u'NSR', 36730500)","(u'NMR', 34838200)","(u'STX', 30156100)","(u'STX', 30390000)","(u'GRC', 25688100)","(u'ECN', 24160300)"
292,"(u'XNN', 49439900)","(u'DTB', 41430700)","(u'ATB', 31756800)","(u'ALQO', 33781700)","(u'BITB', 36455600)","(u'DOVU', 38753400)","(u'XNN', 40967500)","(u'OK', 35984700)","(u'RADS', 32889700)","(u'ARN', 33482500)","(u'BNTY', 36118300)","(u'ARN', 35407800)","(u'GOLOS', 35147800)","(u'STX', 36170900)","(u'GOLOS', 36183200)","(u'SWT', 34587900)","(u'PHR', 30096000)","(u'GRC', 30183200)","(u'BBR', 25582300)","(u'STX', 24050700)"
293,"(u'STX', 49301200)","(u'OMNI', 41186600)","(u'BITB', 31302000)","(u'MINT', 33463200)","(u'DNA', 36298500)","(u'PHR', 38350800)","(u'ART', 40544700)","(u'PRO', 35950200)","(u'ART', 32183900)","(u'COLX', 33385900)","(u'PST', 35949700)","(u'VOISE', 34907200)","(u'NMR', 34417900)","(u'PHR', 35900600)","(u'RADS', 35596800)","(u'SNOV', 33946700)","(u'EXP', 30013300)","(u'SLR', 30101400)","(u'SNOV', 25527600)","(u'BLK', 23989400)"
294,"(u'OMNI', 48082400)","(u'OTN', 40668400)","(u'XRL', 30871200)","(u'OK', 33286200)","(u'BOT', 35025500)","(u'OMNI', 38132300)","(u'PHR', 40234600)","(u'PHR', 35591700)","(u'OK', 32057500)","(u'XMY', 33173300)","(u'COLX', 34723000)","(u'RADS', 34786200)","(u'RADS', 34346800)","(u'RADS', 35792600)","(u'BNTY', 35207300)","(u'ONION', 33893000)","(u'PST', 29798600)","(u'PST', 30079500)","(u'ART', 25341500)","(u'PHR', 23835000)"
295,"(u'DBIX', 47979800)","(u'DBET', 40438600)","(u'MUE', 30865900)","(u'AIX', 33196000)","(u'ATB', 34939800)","(u'DBIX', 36650800)","(u'TGT', 39844000)","(u'NMR', 35425300)","(u'XMY', 32011600)","(u'PHR', 33005300)","(u'OK', 34305500)","(u'PHR', 34153000)","(u'PHR', 34286600)","(u'SWT', 35604300)","(u'ORME', 35204900)","(u'VOISE', 33849400)","(u'VOISE', 29775900)","(u'EXP', 30047800)","(u'EXP', 25154100)","(u'ARN', 23523500)"
296,"(u'BIS', 47617200)","(u'FLO', 39735500)","(u'RBY', 30658400)","(u'PPY', 33002000)","(u'CREDO', 34751700)","(u'BITB', 36405100)","(u'OK', 39688900)","(u'RBY', 35295000)","(u'LEO', 31853900)","(u'RADS', 32961400)","(u'AIR', 34266700)","(u'BNTY', 34107800)","(u'RVT', 34270800)","(u'ORME', 35489800)","(u'ART', 35189600)","(u'VIU', 33581300)","(u'OTN', 29647200)","(u'QUN', 29806000)","(u'MYB', 24631000)","(u'SLR', 23502800)"
297,"(u'ARN', 47540600)","(u'BCPT', 39728000)","(u'PTOY', 30270300)","(u'RADS', 32671500)","(u'BMC', 34704700)","(u'RBY', 36089800)","(u'RADS', 39009900)","(u'RADS', 35035100)","(u'PND', 31687500)","(u'OK', 31854500)","(u'XMY', 33759200)","(u'DIVX', 34101200)","(u'DIVX', 34041500)","(u'OMNI', 34896300)","(u'SWT', 35136200)","(u'SLR', 33565000)","(u'VIU', 29259200)","(u'OK', 29237300)","(u'NMR', 24571300)","(u'NMR', 23299200)"
298,"(u'BCPT', 47348100)","(u'PTOY', 39511000)","(u'ELIX', 29994400)","(u'RBY', 32276100)","(u'BCPT', 34662700)","(u'NEOS', 35924400)","(u'MUE', 38800200)","(u'AIR', 34914000)","(u'AIR', 31590600)","(u'PND', 31462500)","(u'XNN', 32969600)","(u'SNOV', 33858100)","(u'SWT', 33659800)","(u'NVST', 33631800)","(u'VOISE', 35055200)","(u'PHR', 33224300)","(u'RADS', 29149200)","(u'AIR', 28741500)","(u'OK', 24241400)","(u'CREDO', 23168300)"
299,"(u'ORME', 47090300)","(u'HDG', 39477100)","(u'BCPT', 29912500)","(u'ZOI', 32169800)","(u'RBY', 34658100)","(u'SBD', 35799600)","(u'ALIS', 38293600)","(u'NVST', 34082200)","(u'ALIS', 31496900)","(u'EBTC', 30746100)","(u'ART', 32932500)","(u'ORME', 33362300)","(u'ECN', 33279100)","(u'OK', 33308100)","(u'MUE', 34705200)","(u'OAX', 32627400)","(u'NMR', 29089000)","(u'PHR', 28395900)","(u'AIR', 24231900)","(u'ONION', 23110000)"
300,"(u'LINDA', 45958700)","(u'ALIS', 39162600)","(u'TGT', 29899600)","(u'ATB', 31740200)","(u'ECN', 34386600)","(u'STX', 35416500)","(u'OMNI', 37919100)","(u'OMNI', 34050100)","(u'NYC', 30938100)","(u'XNN', 30699900)","(u'POSW', 32790300)","(u'OAX', 32719200)","(u'XMY', 32215300)","(u'BCAP', 33227900)","(u'GET', 34063200)","(u'ORME', 32295100)","(u'GOLOS', 29043000)","(u'PPY', 28161700)","(u'ECN', 24165400)","(u'EXP', 22965700)"
