,2018-01-15,2018-01-16,2018-01-17,2018-01-18,2018-01-19,2018-01-20,2018-01-21,2018-01-22,2018-01-23,2018-01-24,2018-01-25,2018-01-26,2018-01-27,2018-01-28,2018-01-29,2018-01-30,2018-01-31,2018-02-01,2018-02-02,2018-02-03
10,"(u'EOS', 8110090000)","(u'EOS', 7857840000)","(u'EOS', 6209050000)","(u'DASH', 6259570000)","(u'DASH', 6521630000)","(u'EOS', 6920580000)","(u'MIOTA', 8358740000)","(u'MIOTA', 7738110000)","(u'MIOTA', 6861570000)","(u'MIOTA', 6998060000)","(u'MIOTA', 6845150000)","(u'MIOTA', 6558110000)","(u'MIOTA', 6607670000)","(u'MIOTA', 6830550000)","(u'MIOTA', 7007530000)","(u'MIOTA', 7195220000)","(u'MIOTA', 6162980000)","(u'MIOTA', 6419970000)","(u'MIOTA', 5280740000)","(u'MIOTA', 5023050000)"
11,"(u'DASH', 7868670000)","(u'DASH', 7332160000)","(u'DASH', 5931600000)","(u'EOS', 6230180000)","(u'EOS', 6365040000)","(u'DASH', 6677870000)","(u'DASH', 7267440000)","(u'DASH', 6466930000)","(u'DASH', 5978460000)","(u'DASH', 5932760000)","(u'DASH', 6182430000)","(u'DASH', 6224310000)","(u'DASH', 6139280000)","(u'DASH', 6095130000)","(u'DASH', 6369620000)","(u'DASH', 6025040000)","(u'DASH', 5329560000)","(u'DASH', 5486820000)","(u'DASH', 4842830000)","(u'DASH', 4631430000)"
12,"(u'XMR', 6179110000)","(u'XMR', 6491450000)","(u'XMR', 4978850000)","(u'TRX', 5025290000)","(u'TRX', 5418210000)","(u'XMR', 5743450000)","(u'XMR', 6008720000)","(u'XMR', 5453550000)","(u'XMR', 4929480000)","(u'XMR', 4830950000)","(u'XMR', 5039370000)","(u'XMR', 4953260000)","(u'XMR', 5090880000)","(u'XMR', 5055340000)","(u'XMR', 5194670000)","(u'XMR', 4970190000)","(u'XMR', 4306290000)","(u'XMR', 4291340000)","(u'XMR', 3774700000)","(u'XMR', 3707610000)"
13,"(u'TRX', 5581340000)","(u'TRX', 4999800000)","(u'TRX', 3537010000)","(u'XMR', 5005990000)","(u'XMR', 4906340000)","(u'TRX', 5336000000)","(u'TRX', 5579930000)","(u'TRX', 4730400000)","(u'TRX', 4681940000)","(u'TRX', 4510090000)","(u'TRX', 4684670000)","(u'TRX', 4510310000)","(u'TRX', 4371910000)","(u'TRX', 4531100000)","(u'TRX', 4302000000)","(u'TRX', 4212160000)","(u'TRX', 3547640000)","(u'TRX', 3599930000)","(u'TRX', 3027200000)","(u'TRX', 2697960000)"
14,"(u'BTG', 4633360000)","(u'ETC', 4014070000)","(u'ICX', 2831510000)","(u'ETC', 2900830000)","(u'ICX', 2985450000)","(u'ICX', 3243750000)","(u'ICX', 3909760000)","(u'ICX', 3427670000)","(u'ICX', 3087210000)","(u'ICX', 3079560000)","(u'VEN', 3425390000)","(u'VEN', 3162870000)","(u'VEN', 3321160000)","(u'VEN', 3207930000)","(u'ICX', 3582480000)","(u'ICX', 3628280000)","(u'ICX', 3151000000)","(u'QTUM', 3108800000)","(u'QTUM', 2626060000)","(u'LSK', 2540940000)"
15,"(u'ETC', 4230510000)","(u'QTUM', 3855430000)","(u'ETC', 2814880000)","(u'ICX', 2851870000)","(u'ETC', 2979260000)","(u'ETC', 3184770000)","(u'QTUM', 3817440000)","(u'QTUM', 3188600000)","(u'QTUM', 2955640000)","(u'QTUM', 2883110000)","(u'ICX', 3183380000)","(u'QTUM', 2983480000)","(u'ICX', 3012180000)","(u'ICX', 3017350000)","(u'ETC', 3303240000)","(u'QTUM', 3219350000)","(u'QTUM', 2754250000)","(u'LSK', 3101040000)","(u'LSK', 2616560000)","(u'VEN', 2308390000)"
16,"(u'ICX', 4031390000)","(u'ICX', 3759910000)","(u'QTUM', 2623560000)","(u'QTUM', 2661040000)","(u'QTUM', 2728690000)","(u'QTUM', 2895050000)","(u'ETC', 3523310000)","(u'ETC', 3037400000)","(u'ETC', 2907490000)","(u'ETC', 2828350000)","(u'QTUM', 3021830000)","(u'ICX', 2972130000)","(u'QTUM', 2936640000)","(u'ETC', 2945280000)","(u'QTUM', 3236940000)","(u'ETC', 3160490000)","(u'ETC', 2707440000)","(u'ICX', 2942890000)","(u'ETC', 2484190000)","(u'ETC', 2305470000)"
17,"(u'QTUM', 3990880000)","(u'LSK', 3159260000)","(u'LSK', 2470670000)","(u'LSK', 2610960000)","(u'LSK', 2676900000)","(u'LSK', 2726760000)","(u'LSK', 2980190000)","(u'LSK', 2615440000)","(u'LSK', 2502090000)","(u'LSK', 2566650000)","(u'ETC', 2969790000)","(u'ETC', 2892380000)","(u'ETC', 2858610000)","(u'QTUM', 2934440000)","(u'VEN', 3100270000)","(u'VEN', 2966510000)","(u'VEN', 2706700000)","(u'VEN', 2910600000)","(u'VEN', 2466510000)","(u'XRB', 2251310000)"
18,"(u'LSK', 3223530000)","(u'XRB', 2782120000)","(u'XRB', 1932480000)","(u'XRB', 2250270000)","(u'XRB', 2374060000)","(u'XRB', 2328750000)","(u'XRB', 2619970000)","(u'XRB', 2270570000)","(u'VEN', 2293920000)","(u'VEN', 2130040000)","(u'LSK', 2637130000)","(u'LSK', 2648570000)","(u'LSK', 2507910000)","(u'LSK', 2740090000)","(u'PPT', 2757550000)","(u'LSK', 2653910000)","(u'LSK', 2556440000)","(u'ETC', 2863780000)","(u'PPT', 2333590000)","(u'QTUM', 2244470000)"
19,"(u'XRB', 2937560000)","(u'OMG', 2296440000)","(u'OMG', 1765470000)","(u'OMG', 1860280000)","(u'OMG', 1798360000)","(u'OMG', 1901100000)","(u'VEN', 2264110000)","(u'VEN', 2231640000)","(u'XRB', 1926900000)","(u'XRB', 1886190000)","(u'XRB', 2032490000)","(u'OMG', 1829140000)","(u'XRB', 2317700000)","(u'XRB', 2515620000)","(u'LSK', 2734540000)","(u'PPT', 2553880000)","(u'PPT', 2494270000)","(u'XRB', 2681840000)","(u'ICX', 2319700000)","(u'USDT', 2204000000)"
20,"(u'OMG', 2418190000)","(u'ARDR', 2095140000)","(u'USDT', 1671280000)","(u'ARDR', 1657140000)","(u'USDT', 1655830000)","(u'VEN', 1657350000)","(u'OMG', 2013840000)","(u'OMG', 1748670000)","(u'USDT', 1624560000)","(u'PPT', 1753390000)","(u'OMG', 1841760000)","(u'PPT', 1820230000)","(u'PPT', 1973420000)","(u'PPT', 2307230000)","(u'XRB', 2629040000)","(u'XRB', 2481590000)","(u'USDT', 2230370000)","(u'PPT', 2610550000)","(u'XRB', 2189520000)","(u'ICX', 2021100000)"
21,"(u'ARDR', 2388850000)","(u'STRAT', 2058280000)","(u'ZEC', 1564650000)","(u'USDT', 1646020000)","(u'XVG', 1654650000)","(u'ZEC', 1636230000)","(u'PPT', 1842730000)","(u'PPT', 1652980000)","(u'OMG', 1597700000)","(u'OMG', 1637570000)","(u'PPT', 1819560000)","(u'XRB', 1703590000)","(u'OMG', 1693910000)","(u'OMG', 1638530000)","(u'USDT', 2251760000)","(u'USDT', 2275070000)","(u'XRB', 2137840000)","(u'USDT', 2198420000)","(u'USDT', 2186750000)","(u'PPT', 2010170000)"
22,"(u'BNB', 2059530000)","(u'BNB', 1944040000)","(u'ARDR', 1493380000)","(u'ZEC', 1532650000)","(u'SC', 1605400000)","(u'USDT', 1629410000)","(u'ZEC', 1735780000)","(u'USDT', 1624570000)","(u'PPT', 1560540000)","(u'USDT', 1619450000)","(u'USDT', 1627040000)","(u'STEEM', 1639840000)","(u'USDT', 1622630000)","(u'USDT', 1612500000)","(u'OMG', 1750090000)","(u'OMG', 1723530000)","(u'OMG', 1520480000)","(u'OMG', 1617380000)","(u'OMG', 1425460000)","(u'OMG', 1362480000)"
23,"(u'ZEC', 2054190000)","(u'ZEC', 1922320000)","(u'STRAT', 1473570000)","(u'SC', 1520950000)","(u'PPT', 1580780000)","(u'PPT', 1584730000)","(u'USDT', 1622820000)","(u'ZEC', 1530980000)","(u'ZEC', 1390650000)","(u'ZEC', 1380510000)","(u'STEEM', 1505570000)","(u'USDT', 1614160000)","(u'STEEM', 1547320000)","(u'STEEM', 1502920000)","(u'STEEM', 1576440000)","(u'STRAT', 1467940000)","(u'ZEC', 1217890000)","(u'ZEC', 1269550000)","(u'ZEC', 1270100000)","(u'ZEC', 1228180000)"
24,"(u'XVG', 2006310000)","(u'SC', 1774550000)","(u'PPT', 1399810000)","(u'PPT', 1506920000)","(u'VEN', 1508380000)","(u'XVG', 1579210000)","(u'XVG', 1609420000)","(u'XVG', 1520800000)","(u'XVG', 1368890000)","(u'XVG', 1352210000)","(u'ZEC', 1432080000)","(u'ZEC', 1485840000)","(u'ZEC', 1435350000)","(u'ZEC', 1428950000)","(u'ZEC', 1489000000)","(u'STEEM', 1462650000)","(u'STRAT', 1183220000)","(u'STEEM', 1269210000)","(u'STEEM', 1245360000)","(u'STEEM', 1124740000)"
25,"(u'STRAT', 1941050000)","(u'BCN', 1702380000)","(u'VEN', 1353590000)","(u'STRAT', 1464610000)","(u'ZEC', 1501990000)","(u'SC', 1549220000)","(u'BNB', 1608870000)","(u'BNB', 1405870000)","(u'BNB', 1287330000)","(u'BNB', 1306050000)","(u'XVG', 1375860000)","(u'BNB', 1308060000)","(u'STRAT', 1329110000)","(u'STRAT', 1426250000)","(u'STRAT', 1443430000)","(u'ZEC', 1421050000)","(u'STEEM', 1151950000)","(u'STRAT', 1220310000)","(u'BTS', 1021050000)","(u'BNB', 960106000)"
26,"(u'BCN', 1873480000)","(u'PPT', 1700540000)","(u'BNB', 1348860000)","(u'BNB', 1411010000)","(u'ARDR', 1438540000)","(u'BNB', 1488590000)","(u'SC', 1595510000)","(u'SC', 1360080000)","(u'SC', 1229710000)","(u'SC', 1221640000)","(u'BNB', 1362480000)","(u'XVG', 1299830000)","(u'BNB', 1310270000)","(u'XVG', 1372430000)","(u'SC', 1414420000)","(u'SC', 1286800000)","(u'BNB', 1115720000)","(u'BTS', 1157000000)","(u'STRAT', 996957000)","(u'STRAT', 928058000)"
27,"(u'SC', 1851460000)","(u'VEN', 1690070000)","(u'XVG', 1231520000)","(u'XVG', 1346230000)","(u'BCN', 1431560000)","(u'STRAT', 1478350000)","(u'STRAT', 1584850000)","(u'STRAT', 1325880000)","(u'BCN', 1148770000)","(u'STRAT', 1221140000)","(u'STRAT', 1267800000)","(u'SC', 1269420000)","(u'BCN', 1298790000)","(u'BCN', 1355520000)","(u'BCN', 1348690000)","(u'BCN', 1284580000)","(u'BCN', 1108270000)","(u'BNB', 1106810000)","(u'BNB', 931520000)","(u'DGD', 925847000)"
28,"(u'BCC', 1818670000)","(u'XVG', 1685600000)","(u'SC', 1186270000)","(u'BCN', 1340160000)","(u'STRAT', 1422830000)","(u'ARDR', 1413310000)","(u'BCN', 1441140000)","(u'BCN', 1246570000)","(u'STRAT', 1140180000)","(u'BCN', 1146220000)","(u'SC', 1260250000)","(u'STRAT', 1247740000)","(u'XVG', 1276620000)","(u'BTS', 1348360000)","(u'BNB', 1341190000)","(u'BNB', 1264770000)","(u'SC', 1063150000)","(u'BCN', 1095000000)","(u'BCN', 928028000)","(u'SC', 889763000)"
29,"(u'PPT', 1775960000)","(u'BCC', 1601140000)","(u'BCN', 1173360000)","(u'VEN', 1338430000)","(u'BNB', 1416950000)","(u'BCN', 1383990000)","(u'STEEM', 1425480000)","(u'STEEM', 1229960000)","(u'STEEM', 1073090000)","(u'STEEM', 1076920000)","(u'BCN', 1222740000)","(u'BCN', 1209720000)","(u'SC', 1240400000)","(u'BNB', 1317060000)","(u'XVG', 1330540000)","(u'XVG', 1240790000)","(u'BTS', 1023860000)","(u'SC', 1094310000)","(u'SC', 905201000)","(u'BCN', 844862000)"
30,"(u'VEN', 1678810000)","(u'USDT', 1478030000)","(u'SNT', 1093900000)","(u'SNT', 1093250000)","(u'SNT', 1128630000)","(u'STEEM', 1182220000)","(u'ARDR', 1416200000)","(u'ARDR', 1099490000)","(u'ARDR', 1014930000)","(u'ARDR', 1045210000)","(u'ARDR', 1094210000)","(u'BTS', 1114960000)","(u'BTS', 1202310000)","(u'SC', 1293500000)","(u'BTS', 1320180000)","(u'BTS', 1192720000)","(u'XVG', 1001540000)","(u'XVG', 1014360000)","(u'XVG', 848117000)","(u'BTS', 830838000)"
31,"(u'STEEM', 1547550000)","(u'SNT', 1447960000)","(u'KCS', 956813000)","(u'KCS', 1045410000)","(u'STEEM', 1055150000)","(u'SNT', 1163500000)","(u'SNT', 1194670000)","(u'SNT', 997907000)","(u'SNT', 960955000)","(u'REP', 966488000)","(u'BTS', 1073990000)","(u'ARDR', 1080430000)","(u'ZRX', 1008110000)","(u'ZRX', 1050130000)","(u'SNT', 1077290000)","(u'SNT', 1011170000)","(u'ARDR', 846643000)","(u'ZRX', 936047000)","(u'ZRX', 807909000)","(u'XVG', 792570000)"
32,"(u'SNT', 1502780000)","(u'BTS', 1350630000)","(u'STEEM', 952568000)","(u'STEEM', 1008400000)","(u'MKR', 1036420000)","(u'BTS', 993080000)","(u'BTS', 1154530000)","(u'MKR', 980769000)","(u'MKR', 936737000)","(u'SNT', 953049000)","(u'SNT', 1002830000)","(u'SNT', 1037390000)","(u'SNT', 999577000)","(u'WTC', 1048300000)","(u'ARDR', 1004050000)","(u'ARDR', 1005880000)","(u'SNT', 839805000)","(u'MKR', 857953000)","(u'MKR', 785105000)","(u'MKR', 710327000)"
33,"(u'USDT', 1490690000)","(u'STEEM', 1343350000)","(u'BTS', 920628000)","(u'BTS', 930392000)","(u'KCS', 912163000)","(u'MKR', 973043000)","(u'REP', 1061410000)","(u'REP', 970589000)","(u'REP', 933695000)","(u'MKR', 943823000)","(u'REP', 999131000)","(u'REP', 965177000)","(u'ARDR', 981650000)","(u'SNT', 1003030000)","(u'WTC', 992277000)","(u'WTC', 941803000)","(u'WTC', 805453000)","(u'SNT', 832583000)","(u'VERI', 717050000)","(u'VERI', 677584000)"
34,"(u'BTS', 1444530000)","(u'KCS', 1226320000)","(u'WAVES', 835624000)","(u'DOGE', 861978000)","(u'BTS', 909843000)","(u'ZRX', 911823000)","(u'MKR', 1046170000)","(u'BTS', 959296000)","(u'BTS', 859028000)","(u'BTS', 845500000)","(u'MKR', 954707000)","(u'WAVES', 903952000)","(u'WTC', 954900000)","(u'ARDR', 969500000)","(u'ZRX', 991505000)","(u'ZRX', 935070000)","(u'ZRX', 802529000)","(u'VERI', 824815000)","(u'REP', 714091000)","(u'ZRX', 655192000)"
35,"(u'DOGE', 1311640000)","(u'DOGE', 1112470000)","(u'ZRX', 777744000)","(u'WAVES', 847572000)","(u'DOGE', 888183000)","(u'DOGE', 897889000)","(u'KCS', 1028400000)","(u'KCS', 867381000)","(u'ZRX', 835498000)","(u'WAVES', 819666000)","(u'WTC', 917787000)","(u'DOGE', 869786000)","(u'REP', 926620000)","(u'KCS', 934736000)","(u'KCS', 965410000)","(u'REP', 876159000)","(u'MKR', 791923000)","(u'WTC', 803410000)","(u'SNT', 693105000)","(u'REP', 645385000)"
36,"(u'KCS', 1301800000)","(u'WAVES', 1083460000)","(u'DOGE', 768365000)","(u'DRGN', 780585000)","(u'WAVES', 850897000)","(u'WAVES', 888259000)","(u'ZRX', 1017560000)","(u'ZRX', 863083000)","(u'WAVES', 828237000)","(u'ZRX', 795013000)","(u'WAVES', 891993000)","(u'MKR', 833648000)","(u'MKR', 905129000)","(u'REP', 924453000)","(u'REP', 935789000)","(u'WAVES', 870974000)","(u'WAVES', 762709000)","(u'ARDR', 797227000)","(u'WTC', 684014000)","(u'WAVES', 621154000)"
37,"(u'WAVES', 1102430000)","(u'REP', 1000970000)","(u'REP', 729886000)","(u'ZRX', 760731000)","(u'ZRX', 813299000)","(u'KCS', 856163000)","(u'WAVES', 964861000)","(u'WAVES', 838233000)","(u'DOGE', 758898000)","(u'DOGE', 749844000)","(u'IOST', 854848000)","(u'WTC', 822842000)","(u'WAVES', 894906000)","(u'WAVES', 916626000)","(u'MKR', 920783000)","(u'MKR', 866978000)","(u'REP', 748325000)","(u'WAVES', 769864000)","(u'WAVES', 664536000)","(u'WTC', 619960000)"
38,"(u'REP', 1039150000)","(u'ZRX', 859392000)","(u'ETN', 687570000)","(u'DCN', 734837000)","(u'DCN', 798912000)","(u'REP', 855913000)","(u'DOGE', 952223000)","(u'DOGE', 812486000)","(u'KCS', 755615000)","(u'WTC', 747519000)","(u'ZRX', 840475000)","(u'ZRX', 814458000)","(u'DOGE', 817646000)","(u'MKR', 895328000)","(u'WAVES', 918718000)","(u'KCS', 851643000)","(u'VERI', 738090000)","(u'REP', 752171000)","(u'KCS', 654585000)","(u'KCS', 614457000)"
39,"(u'SMART', 1022230000)","(u'KMD', 831144000)","(u'DRGN', 673062000)","(u'REP', 714077000)","(u'DRGN', 721894000)","(u'VERI', 846343000)","(u'ETN', 905212000)","(u'ETN', 794485000)","(u'VERI', 735650000)","(u'ETN', 727711000)","(u'DOGE', 807855000)","(u'VERI', 788757000)","(u'VERI', 758416000)","(u'DOGE', 836842000)","(u'DOGE', 836111000)","(u'VERI', 826365000)","(u'KCS', 723519000)","(u'KCS', 734250000)","(u'RHOC', 640989000)","(u'SNT', 611797000)"
40,"(u'ZRX', 976255000)","(u'DGB', 827351000)","(u'VERI', 666782000)","(u'ETN', 671729000)","(u'REP', 705223000)","(u'ETN', 833138000)","(u'VERI', 875732000)","(u'VERI', 779427000)","(u'ETN', 723566000)","(u'KCS', 714755000)","(u'VERI', 765093000)","(u'HSR', 751081000)","(u'HSR', 730590000)","(u'VERI', 780614000)","(u'RHOC', 819101000)","(u'RHOC', 791971000)","(u'DOGE', 678023000)","(u'RHOC', 698479000)","(u'AE', 627518000)","(u'AE', 606924000)"
41,"(u'DGB', 897455000)","(u'GNT', 813718000)","(u'KMD', 590193000)","(u'MKR', 652382000)","(u'VERI', 701647000)","(u'DCN', 772448000)","(u'KMD', 829733000)","(u'KMD', 713777000)","(u'WTC', 717370000)","(u'VERI', 707455000)","(u'ETN', 745486000)","(u'ARK', 719085000)","(u'KCS', 700559000)","(u'HSR', 711159000)","(u'VERI', 817401000)","(u'DOGE', 787316000)","(u'RHOC', 673118000)","(u'AE', 696379000)","(u'ARDR', 601064000)","(u'RHOC', 548548000)"
42,"(u'DRGN', 885848000)","(u'VERI', 805803000)","(u'SALT', 579313000)","(u'VERI', 637408000)","(u'ETN', 674572000)","(u'DRGN', 719294000)","(u'LRC', 788899000)","(u'WTC', 705028000)","(u'KMD', 644149000)","(u'KMD', 644726000)","(u'KMD', 702705000)","(u'ETN', 700011000)","(u'KMD', 679288000)","(u'KMD', 694041000)","(u'AE', 752910000)","(u'KMD', 750223000)","(u'HSR', 622292000)","(u'DOGE', 680468000)","(u'DOGE', 567659000)","(u'ARDR', 544250000)"
43,"(u'DCN', 862789000)","(u'GAS', 800057000)","(u'QASH', 578523000)","(u'KMD', 616784000)","(u'KMD', 631793000)","(u'KMD', 699862000)","(u'DCR', 782277000)","(u'DCR', 674194000)","(u'DRGN', 606516000)","(u'PIVX', 644198000)","(u'KCS', 695966000)","(u'KMD', 687319000)","(u'ARK', 665486000)","(u'DRGN', 690504000)","(u'KMD', 725440000)","(u'AE', 707663000)","(u'KMD', 611589000)","(u'DCR', 652279000)","(u'DCR', 557808000)","(u'DCR', 534168000)"
44,"(u'QASH', 845746000)","(u'QASH', 789428000)","(u'DGB', 570166000)","(u'SALT', 608296000)","(u'ARK', 625559000)","(u'DCR', 691758000)","(u'DRGN', 740128000)","(u'DRGN', 644228000)","(u'DCR', 598622000)","(u'DCR', 607251000)","(u'HSR', 668416000)","(u'IOST', 682363000)","(u'ETN', 650585000)","(u'RHOC', 680087000)","(u'HSR', 698990000)","(u'HSR', 684767000)","(u'DCR', 598813000)","(u'KMD', 612271000)","(u'DGD', 514095000)","(u'DOGE', 508803000)"
45,"(u'KMD', 843937000)","(u'DRGN', 777894000)","(u'GNT', 564426000)","(u'ARK', 607938000)","(u'DGB', 620700000)","(u'LRC', 641601000)","(u'DCN', 710239000)","(u'LRC', 616970000)","(u'DCN', 569043000)","(u'ARK', 589579000)","(u'ARK', 655317000)","(u'KCS', 661070000)","(u'RHOC', 630823000)","(u'ETN', 670550000)","(u'DRGN', 671017000)","(u'GAS', 672736000)","(u'GAS', 585438000)","(u'HSR', 601368000)","(u'HSR', 505665000)","(u'HSR', 493310000)"
46,"(u'VERI', 832396000)","(u'ETN', 776045000)","(u'ARK', 552392000)","(u'QASH', 605634000)","(u'WAX', 609683000)","(u'ARK', 638987000)","(u'ARK', 709006000)","(u'DCN', 599526000)","(u'LRC', 556960000)","(u'DRGN', 580398000)","(u'DCR', 640414000)","(u'RHOC', 611258000)","(u'IOST', 626289000)","(u'AE', 668684000)","(u'ARK', 649538000)","(u'ARK', 653965000)","(u'AE', 567460000)","(u'GAS', 557481000)","(u'KMD', 492332000)","(u'KMD', 453688000)"
47,"(u'LRC', 818513000)","(u'ARK', 765231000)","(u'GAS', 548898000)","(u'DGB', 594474000)","(u'QASH', 590061000)","(u'WAX', 612530000)","(u'SALT', 706370000)","(u'ARK', 586849000)","(u'ARK', 528549000)","(u'DCN', 579425000)","(u'LRC', 607511000)","(u'DCR', 604873000)","(u'LRC', 612520000)","(u'BAT', 661919000)","(u'BAT', 647782000)","(u'DCR', 653214000)","(u'LRC', 546950000)","(u'ARK', 554944000)","(u'GAS', 488180000)","(u'DRGN', 448793000)"
